index,user_id_maped,program_name,rating,date_,program_genre
792528,26732,Friends      Rachel Has A Baby - Part II,1,2017-07-03,Comedy
793024,26732,Friends     The One With The Donor,3,2017-07-04,Comedy
793504,26732,Friends     The One Where No One Proposes,3,2017-06-24,Comedy
793984,26732,Friends      The One With The Princess Leia Fantasy,3,2017-05-14,Comedy
794960,26732,Friends      The One With The Blackout,3,2017-03-28,Comedy
795451,26732,Friends     The One Where Rosita Dies,3,2017-07-13,Comedy
796427,26732,Friends     The One With Ross's Wedding Part II,1,2017-07-18,Comedy
796910,26732,Friends      The One Where Ross Finds Out,3,2017-03-28,Comedy
797394,26732,Friends     The One With Ross's Wedding Part II,3,2017-04-13,Comedy
797883,26732,Friends      The One With Rachel's ister,3,2017-05-25,Comedy
798372,26732,Friends      The One The Morning After,3,2017-07-17,Comedy
798860,26732,Friends      The One With Phoebe's Husband,3,2017-07-16,Comedy
799332,26732,The Hobbit: The Desolation Of maug,4,2017-03-14,Action
799800,26732,Friends     The One With The Jellyfish,3,2017-04-11,Comedy
800285,26732,Friends      The One With The Football,3,2017-04-10,Comedy
800770,26732,Friends      The One With The Proposal Part I,3,2017-05-25,Comedy
801246,26732,Friends      The One After The uperbowl Part I,3,2017-03-29,Comedy
801724,26732,Friends     The One With The Cake,3,2017-07-27,Comedy
802215,26732,Friends      The One With Frank Jr.,3,2017-05-14,Comedy
802692,26732,Scandal  (T)    A Door Marked Exit,4,2017-05-16,Drama
803166,26732,Heroes  Into Asylum,4,2017-07-19,Drama
803650,26732,Friends      The One With Mac And C.H.E.E.S.E,3,2017-05-25,Comedy
804129,26732,Friends      The One With Five teaks And An Eggplant,3,2017-05-14,Comedy
804608,26732,Community  (T)    Debate,3,2017-04-22,Comedy
805561,26732,Friends      The One With The Chicken Pox,1,2017-08-28,Comedy
806525,26732,Friends      The One On The Last Night,3,2017-08-27,Comedy
807008,26732,Friends      The One Where Rachel Quits,3,2017-04-06,Comedy
807491,26732,Scandal  (T)    Guess Who's Coming To Dinner,4,2017-05-15,Drama
808932,26732,Community  (T)    Introduction To tatistics,3,2017-03-20,Comedy
809891,26732,Friends      The One With Ross' New Girlfriend,1,2017-04-02,Comedy
810378,26732,Friends     The One In Vegas  Part II,3,2017-04-18,Comedy
810854,26732,Friends     The One With Rachel's Going Away Party,3,2017-07-11,Comedy
811339,26732,Community  (T)    Basic Genealogy,3,2017-05-03,Comedy
811817,26732,Friends      The One Where Heckles Dies,3,2017-08-27,Comedy
812303,26732,Quantico     Cover,1,2017-07-26,Drama
812785,26732,Heroes  A Clear And Present Danger,4,2017-07-19,Drama
813257,26732,Friends      The One With The Thumb,3,2017-05-13,Comedy
813732,26732,Scandal  (T)    Vermont Is For Lovers  Too,4,2017-05-16,Drama
814215,26732,Friends     The One With Rachel's Crush,3,2017-04-13,Comedy
814692,26732,Heroes  Cold nap,4,2017-07-19,Drama
815178,26732,Friends      The One With The Apothecary Table,3,2017-05-25,Comedy
815651,26732,Friends      The One With Rachel's Date,3,2017-08-28,Comedy
816136,26732,Friends      The One That Could Have Been  Part I,3,2017-05-25,Comedy
816621,26732,Friends      The One With The Joke,3,2017-05-25,Comedy
817110,26732,Step Brothers,4,2017-03-19,Comedy
817599,26732,Friends      The One With Ross's Teeth,3,2017-05-25,Comedy
818573,26732,Friends      The One With The Ring,1,2017-08-26,Comedy
819056,26732,Friends      The One With The Halloween Party,3,2017-08-28,Comedy
819554,26732,Friends      The One Where Ross Meets Elizabeth's Dad,1,2017-08-26,Comedy
820042,26732,Friends      The One Where Ross Hugs Rachel,3,2017-05-25,Comedy
820534,26732,Friends     The One Where Rachel's ister Babysits,4,2017-07-11,Comedy
821025,26732,Friends      The One Where Ross And Rachel...You Know,3,2017-07-16,Comedy
821514,26732,Friends      The One On The Last Night,3,2017-05-25,Comedy
821996,26732,Friends     The One With The Inappropriate ister,3,2017-04-18,Comedy
822475,26732,Heroes  Hiros,4,2017-07-15,Drama
822962,26732,Friends      The One With The Flashback,3,2017-04-02,Comedy
823453,26732,Friends      The One With Ross's Denial,3,2017-08-27,Comedy
823941,26732,Friends      The One With The Giant Poking Device,3,2017-07-17,Comedy
824433,26732,Friends      Friends    Ep13,3,2017-03-28,Comedy
824922,26732,Friends      The One Where Phoebe Runs,3,2017-07-21,Comedy
825418,26732,Friends      The One Where Nana Dies Twice,3,2017-05-22,Comedy
825914,26732,Heroes  Cold Wars,4,2017-07-19,Drama
826408,26732,Heroes  Run!,4,2017-07-17,Drama
826901,26732,Friends      The One With Phoebe's Dad,3,2017-03-29,Comedy
827393,26732,Friends     The One With Rachel's Inadvertent Kiss,3,2017-07-12,Comedy
827875,26732,Friends     The One With Ross's Wedding Part II,1,2017-08-26,Comedy
828369,26732,Friends      The One With The Ultimate Champion,3,2017-07-18,Comedy
828868,26732,Friends      The One With The Fake Monica,3,2017-05-24,Comedy
829365,26732,Friends     The One With Ross's Library Book,3,2017-07-13,Comedy
829861,26732,Friends     The One With The Birth Mother,4,2017-07-11,Comedy
830845,26732,Friends     The One With Ross and Monica's Cousin,3,2017-07-13,Comedy
831342,26732,Friends      The One With The tain,3,2017-03-26,Comedy
831838,26732,Friends      The One With The Dozen Lasagnas,3,2017-03-28,Comedy
832817,26732,Friends      The One With The onogram At The End,3,2017-03-28,Comedy
833309,26732,Friends      The One With The Candy Hearts,3,2017-03-28,Comedy
833801,26732,Heroes  Trust And Blood,4,2017-07-19,Drama
834283,26732,Friends      The One With The creamer,3,2017-07-18,Comedy
834771,26732,Friends      The One With Joey's Porsche,3,2017-06-08,Comedy
835269,26732,Friends      The One Where Underdog Gets Away,3,2017-03-28,Comedy
836250,26732,Heroes  Company Man,3,2017-07-17,Drama
836737,26732,Friends      The One After I Do,3,2017-03-26,Comedy
837232,26732,Friends      The One Where Chandler Can't Remember,3,2017-05-15,Comedy
837719,26732,Friends     The One With All The Haste,3,2017-04-13,Comedy
838203,26732,Friends      The One With The Birthing Video,3,2017-03-26,Comedy
838699,26732,Community  (T)    Comparative Religion,3,2017-04-22,Comedy
839182,26732,Friends     The One With The 'Cuffs,3,2017-04-11,Comedy
840167,26732,Friends     The One Where Chandler Doesn't Like Dogs,3,2017-07-13,Comedy
840647,26732,Friends     The One With Joey's Dirty Day,3,2017-04-13,Comedy
841141,26732,Friends      The One Where Ross Dates A tudent,3,2017-07-22,Comedy
841632,26732,Friends     The One With Ross's Grant,3,2017-07-09,Comedy
842122,26732,Friends      The One With The Prom Video,3,2017-07-16,Comedy
842605,26732,Heroes  One Giant Leap,4,2017-07-15,Drama
843088,26732,Friends      The One Where Chandler Can't Remember,3,2017-05-14,Comedy
843581,26732,Friends     The One With All The Resolutions,3,2017-05-16,Comedy
844070,26732,Heroes  One Of Us  One Of Them,4,2017-07-19,Drama
844563,26732,Friends      The One With The Flashback,3,2017-04-10,Comedy
845050,26732,Friends      The One With Barry And Mindy's Wedding,3,2017-05-15,Comedy
845535,26732,Friends      The One Where Ross Finds Out,3,2017-08-28,Comedy
846032,26732,Friends      The One With The Tiny T-Shirt,3,2017-05-14,Comedy
846524,26732,Friends      The One With Russ,3,2017-08-28,Comedy
847009,26732,Friends      The One With The Giant Poking Device,3,2017-05-15,Comedy
847488,26732,Friends      The One With The Metaphorical Tunnel,3,2017-07-17,Comedy
847976,26732,Heroes  Distractions,4,2017-07-16,Drama
848463,26732,Friends      The One With The Fake Monica,3,2017-03-28,Comedy
848956,26732,Friends      The One With The Tiny T-Shirt,3,2017-07-17,Comedy
849448,26732,Friends     The One With Ross's Tan,3,2017-07-27,Comedy
849940,26732,Friends      The One After The uperbowl Part I,3,2017-08-28,Comedy
850915,26732,Friends     The One With Rachel's Dream,4,2017-07-04,Comedy
851410,26732,Friends      The One With Mrs. Bing,3,2017-03-28,Comedy
851903,26732,Heroes  Orientation,4,2017-07-20,Drama
852384,26732,Friends      The One Where Joey Moves Out,3,2017-08-28,Comedy
852871,26732,Heroes  It's Coming,4,2017-07-19,Drama
853347,26732,The Boss Baby,4,2017-07-13,Animation
854301,26732,Friends     The One With The Jellyfish,3,2017-05-15,Comedy
854795,26732,Heroes  Company Man,3,2017-07-17,Drama
855273,26732,Friends     The One With The oap Opera Party,4,2017-07-04,Comedy
855758,26732,Friends     The One With All The Cheesecakes,3,2017-07-13,Comedy
856242,26732,Friends      The One After The uperbowl Part I,3,2017-08-28,Comedy
856728,26732,Looper,4,2017-03-14,Action
857214,26732,Friends     The One With Chandler's Dad,3,2017-07-13,Comedy
857703,26732,Heroes  Dual,4,2017-07-19,Drama
858194,26732,Friends      The One With The List,2,2017-05-14,Comedy
858683,26732,Friends     The One After Joey And Rachel Kiss,4,2017-07-06,Comedy
859171,26732,Friends      The One Where Heckles Dies,3,2017-03-28,Comedy
859659,26732,Stealth,1,2017-05-16,Action
860152,26732,Heroes  How To top An Exploding Man,4,2017-07-17,Drama
860644,26732,Friends      The One With All The Jealousy,3,2017-05-15,Comedy
861136,26732,Friends     The One With The Embryos,3,2017-04-12,Comedy
861630,26732,Friends      The One With The Baby On The Bus,3,2017-07-16,Comedy
862122,26732,Community  (T)    ocial Psychology,3,2017-03-20,Comedy
862614,26732,Friends     The One With The Vows,3,2017-07-13,Comedy
863101,26732,Slow West,1,2017-04-13,Action
863592,26732,Friends      The One Where Rachel Quits,3,2017-05-15,Comedy
864086,26732,Friends      The One With The German Laundry Detergent,3,2017-05-19,Comedy
864582,26732,Friends     The One In Vegas  Part II,3,2017-07-12,Comedy
865072,26732,Friends     The One With Joey's New Girlfriend,3,2017-04-11,Comedy
865579,26732,Heroes  Nothing To Hide,4,2017-07-15,Drama
866075,26732,Heroes  even Minutes To Midnight,4,2017-07-15,Drama
866567,26732,Friends     The One With Joey's Big Break,3,2017-07-12,Comedy
867051,26732,Friends     The One With The Worst Best Man Ever,3,2017-04-13,Comedy
867537,26732,Friends     The One With The Jellyfish,1,2017-05-15,Comedy
868029,26732,Heroes  Brave New World,4,2017-07-21,Drama
868514,26732,Heroes  Thanksgiving,4,2017-07-20,Drama
869004,26732,Piranha DD,2,2017-07-21,Thriller
869498,26732,Friends      Friends    Ep2,3,2017-05-13,Comedy
869986,26732,Friends     The One In Barbados - Part I,4,2017-07-04,Comedy
870967,26732,Community  (T)    Romantic Expressionism,3,2017-05-03,Comedy
871455,26732,Heroes  Building,4,2017-07-19,Drama
871952,26732,Friends      The One With The Princess Leia Fantasy,1,2017-07-18,Comedy
872449,26732,Friends      The One With Ross' New Girlfriend,1,2017-03-29,Comedy
872952,26732,Friends      The One With The Tiny T-Shirt,3,2017-05-15,Comedy
873439,26732,Friends      The One With The Jam,3,2017-03-29,Comedy
873931,26732,Friends      Friends    Ep6,1,2017-05-19,Comedy
874430,26732,Friends     The One With The Holiday Armadillo,3,2017-07-13,Comedy
874934,26732,Quantico     Cover,3,2017-07-18,Drama
875437,26732,Friends      The One With Frank Jr.,3,2017-04-02,Comedy
876428,26732,Friends     The One Where Ross Is Fine,4,2017-07-09,Comedy
876924,26732,Friends      Pilot,3,2017-05-19,Comedy
877420,26732,Friends     The One Where Ross Is Fine,3,2017-07-06,Comedy
877915,26732,Friends      The One Where Ross Meets Elizabeth's Dad,3,2017-07-22,Comedy
878414,26732,Friends      The One With The Hypnosis Tape,3,2017-05-14,Comedy
878912,26732,Friends      The One That Could Have Been  Part II,3,2017-07-22,Comedy
879898,26732,Heroes  trange Attractors,4,2017-07-20,Drama
880396,26732,Friends      The One With Russ,3,2017-05-14,Comedy
880895,26732,Friends     The One With The Cake,3,2017-07-27,Comedy
881385,26732,Heroes  Don't Look Back,4,2017-07-15,Drama
881877,26732,Stealth,1,2017-05-16,Action
882373,26732,Moms' Night Out,2,2017-05-16,Comedy
882873,26732,Friends      The One With The Two Parts  Part,3,2017-03-28,Comedy
883369,26732,Friends     The One With All The Thanksgivings,3,2017-05-16,Comedy
883859,26732,Friends      The One With The Metaphorical Tunnel,3,2017-04-10,Comedy
884830,26732,Friends      The One With The creamer,3,2017-05-15,Comedy
885324,26732,Friends      The One After The uperbowl Part I,4,2017-03-29,Comedy
885822,26732,Heroes  I Am ylar,4,2017-07-19,Drama
886314,26732,Friends      The One With The German Laundry Detergent,3,2017-05-19,Comedy
886807,26732,Friends     The One Where Emma Cries,3,2017-07-03,SERIES_NOT_ADDED_UNDER_ANY_GENRE
887304,26732,Friends      The One With Phoebe's Ex-Partner,1,2017-04-10,Comedy
887795,26732,Assassin's Creed,2,2017-04-10,Action
888286,26732,Friends      The One After The uperbowl Part II,3,2017-07-16,Comedy
888770,26732,Friends      The One With The Prom Video,3,2017-08-28,Comedy
889267,26732,Friends      The One Where Ross Got High,3,2017-05-25,Comedy
889763,26732,Pineapple Express,4,2017-05-13,Action
890261,26732,Heroes  Collision,4,2017-07-15,Drama
890753,26732,Friends      The One Where Joey Loses His Insurance,3,2017-05-25,Comedy
891240,26732,Heroes  Genesis,3,2017-07-16,Drama
891729,26732,Friends      The One Where Old Yeller Dies,3,2017-03-29,Comedy
892220,26732,Friends      The One With Five teaks And An Eggplant,3,2017-08-28,Comedy
892715,26732,Heroes  Fallout,4,2017-07-16,Drama
893203,26732,Friends      The One Where Dr. Ramoray Dies,3,2017-07-16,Comedy
893696,26732,Heroes  I Am Become Death,4,2017-07-19,Drama
894180,26732,Friends     The One With The Jellyfish,1,2017-04-18,Comedy
894672,26732,Friends     The One With Chandler's Work Laugh,1,2017-05-16,Comedy
895163,26732,Friends     The One With The Girl Who Hits Joey,3,2017-07-12,Comedy
895648,26732,Tears of The un,4,2017-03-19,Action
896135,26732,Friends      The One With The Metaphorical Tunnel,3,2017-04-02,Comedy
896627,26732,Empire tate,4,2017-03-15,Action
897118,26732,Friends      Friends    Ep6,3,2017-03-28,Comedy
897616,26732,Heroes  Our Father,4,2017-07-19,Drama
898101,26732,Friends      The One With All The Jealousy,3,2017-07-17,Comedy
898580,26732,Friends     Monica And Chandler's Wedding Pt. I,3,2017-07-13,Comedy
899062,26732,Heavenly word,1,2017-04-13,Animation
899544,26732,Friends      The One With The Dollhouse,3,2017-07-18,Comedy
900034,26732,Friends      The One Where Rachel Quits,1,2017-04-10,Comedy
900524,26732,Heroes  Exposed,4,2017-07-19,Drama
901014,26732,Friends      The One With The Dollhouse,3,2017-05-14,Comedy
901499,26732,Friends      The One With Barry And Mindy's Wedding,2,2017-07-17,Comedy
901989,26732,Friends      The One With Joey's Fridge,3,2017-07-22,Comedy
902482,26732,Friends      The One Without The ki Trip,3,2017-04-10,Comedy
902967,26732,Friends      The One With Phoebe's Dad,3,2017-05-14,Comedy
903460,26732,Friends     The One With Rachel's Book,3,2017-07-13,Comedy
903956,26732,Friends      The One With The Evil Orthodontist,3,2017-03-28,Comedy
904441,26732,Friends     The One After Joey And Rachel Kiss,1,2017-07-04,Comedy
904922,26732,Friends     The One With Rachel's Assistant,3,2017-07-13,Comedy
905892,26732,Friends      The One After Vegas,3,2017-05-25,Comedy
906373,26732,Friends      The One With Frank Jr.,3,2017-07-17,Comedy
907342,26732,Friends      The One With The Jam,3,2017-05-14,Comedy
907831,26732,Friends      The One Where Phoebe Runs,3,2017-05-25,Comedy
908312,26732,Friends      The One With The ecret Closet,3,2017-03-26,Comedy
908800,26732,Heroes  Ink,3,2017-07-20,Drama
909285,26732,Friends     The One With Ross's andwich,3,2017-05-16,Comedy
909774,26732,Friends      The One Where Joey Dates Rachel,3,2017-03-26,Comedy
910259,26732,Friends     The One After Joey And Rachel Kiss,1,2017-07-06,Comedy
910748,26732,Friends      The One Without The ki Trip,3,2017-05-14,Comedy
911234,26732,Friends     The One Where Rachel's ister Babysits,4,2017-07-27,Comedy
911711,26732,Friends      The One Where Ross & Rachel Take A Break,3,2017-04-10,Comedy
912196,26732,Friends      The One With Ross's Denial,3,2017-05-25,Comedy
912684,26732,Friends     The One Where Ross Can't Flirt,3,2017-07-12,Comedy
913186,26732,Friends      The One With Ross's Denial,3,2017-05-25,Comedy
913675,26732,Friends      The One Where Eddie Moves In,3,2017-08-28,Comedy
914157,26732,Friends     The One With The Yeti,3,2017-05-16,Comedy
914638,26732,Friends      The One With The Chicken Pox,4,2017-05-15,Comedy
915614,26732,Friends      Friends    Ep2,3,2017-08-26,Comedy
916100,26732,Friends      The One With Phoebe's Ex-Partner,3,2017-05-14,Comedy
916589,26732,Friends      The One With The Princess Leia Fantasy,1,2017-04-12,Comedy
917067,26732,Friends     The One After Ross ays Rachel,1,2017-07-21,Comedy
917550,26732,Friends     The One With Ross's Wedding Part II,1,2017-05-19,Comedy
918032,26732,Friends      The One With The Flashback,3,2017-05-15,Comedy
918514,26732,Friends      Friends    Ep6,3,2017-05-22,Comedy
918992,26732,Friends      The One On The Last Night,3,2017-05-25,Comedy
919481,26732,Community  (T)    Modern Warfare,3,2017-05-03,Comedy
919973,26732,Friends     The One With The Donor,3,2017-07-04,Comedy
920458,26732,Friends     The One With The Home tudy,4,2017-07-11,Comedy
920953,26732,Friends      The One With Ross's Denial,3,2017-06-08,Comedy
921929,26732,Friends      The One With All The Jealousy,4,2017-04-02,Comedy
922414,26732,Friends      The One Where Chandler Can't Cry,3,2017-05-25,Comedy
922908,26732,Friends     The One With The Kips,1,2017-05-16,Comedy
923397,26732,Friends      The One Where Rachel Tells Ross,3,2017-08-28,Comedy
923877,26732,Friends      The One With Joey's Interview,3,2017-03-27,Comedy
924361,26732,Friends      The One With The Thumb,3,2017-03-28,Comedy
924842,26732,Quantico     America,4,2017-07-17,Drama
925333,26732,Friends      The One Where Monica & Richard Are Friends,3,2017-04-10,Comedy
925827,26732,Friends      The One Where Monica & Richard Are Friends,3,2017-07-17,Comedy
926317,26732,Friends      The One With The Giant Poking Device,4,2017-04-02,Comedy
926805,26732,Heroes  Villains,4,2017-07-19,Drama
927298,26732,Friends     The One With Ross's Grant,4,2017-07-27,Comedy
927789,26732,Friends     The One With Joey's Big Break,3,2017-04-18,Comedy
928277,26732,Friends      The One With The Cooking Class,3,2017-03-27,Comedy
928773,26732,Friends     The One Where They All Turn Thirty,3,2017-07-13,Comedy
929271,26732,Friends      The One With Ross' New Girlfriend,3,2017-05-13,Comedy
929767,26732,Friends      The One At The Beach,3,2017-05-15,Comedy
930249,26732,Friends     The One After Joey And Rachel Kiss,4,2017-07-11,Comedy
930730,26732,The Amazing pider-Man,3,2017-05-03,Action
931219,26732,Friends      The One With The Routine,3,2017-05-25,Comedy
931703,26732,Step Brothers,1,2017-03-24,Comedy
933167,26732,Friends     The Last One - Part Two,4,2017-07-11,Comedy
933657,26732,Heroes  Acceptance,4,2017-07-20,Drama
934150,26732,Friends      The One With The Birth,3,2017-03-28,Comedy
934633,26732,Friends      The One With The Videotape,3,2017-03-26,Comedy
935108,26732,Friends      The One Where Dr. Ramoray Dies,3,2017-05-15,Comedy
935584,26732,Friends      Friends    Ep2,3,2017-07-16,Comedy
936062,26732,Friends      The One With The German Laundry Detergent,1,2017-05-22,Comedy
936539,26732,Friends      The One With Joey's Fridge,3,2017-05-25,Comedy
937017,26732,Table,2,2017-08-27,Comedy
937502,26732,Friends      The One With The Ultimate Champion,3,2017-05-15,Comedy
937981,26732,Community  (T)    Community    Ep11,3,2017-04-22,Comedy
938465,26732,Friends      The One Where Ross And Rachel...You Know,3,2017-03-29,Comedy
938946,26732,Friends     The One With Monica's Thunder,3,2017-07-13,Comedy
939435,26732,Friends     The One With Princess Consuela,4,2017-07-11,Comedy
939916,26732,Friends      The One At The Beach,3,2017-04-11,Comedy
940407,26732,Heroes  Angels And Monsters,4,2017-07-19,Drama
940887,26732,Friends      The One Where Heckles Dies,3,2017-08-26,Comedy
941365,26732,Friends      The One With The onogram At The End,3,2017-05-13,Comedy
941840,26732,Friends      The One After I Do,3,2017-08-28,Comedy
942811,26732,Alien: Covenant,2,2017-08-27,Horror
943302,26732,Friends      The One With Ross's Teeth,3,2017-05-25,Comedy
943785,26732,Friends      The One With The Hypnosis Tape,3,2017-07-17,Comedy
944267,26732,Friends      The One Where Ross Hugs Rachel,3,2017-06-08,Comedy
944749,26732,Heroes  Genesis,4,2017-07-15,Drama
945239,26732,Friends      The One With The Princess Leia Fantasy,1,2017-07-17,Comedy
945719,26732,Friends     The One With Ross's Tan,3,2017-07-09,Comedy
946208,26732,Friends      The One With The Routine,3,2017-05-25,Comedy
946698,26732,Friends      Rachel Has A Baby - Part I,1,2017-07-03,Comedy
947185,26732,Friends     The One Where No One Proposes,1,2017-07-11,Comedy
947671,26732,Friends      The One Where Nana Dies Twice,3,2017-03-28,Comedy
948154,26732,Friends      The One Where No One's Ready,3,2017-05-15,Comedy
948645,26732,Friends      Rachel Has A Baby - Part I,3,2017-03-27,Comedy
949129,26732,Friends      The One Where No One's Ready,3,2017-03-29,Comedy
949616,26732,Heroes  Once Upon A Time In Texas,4,2017-07-20,Drama
950097,26732,Friends      The One Where Ross & Rachel Take A Break,3,2017-07-17,Comedy
950567,26732,Heroes  The Fifth tage,4,2017-07-20,Drama
951050,26732,Friends      The One With The Joke,3,2017-05-25,Comedy
951516,26732,Friends      The One With Five teaks And An Eggplant,3,2017-07-16,Comedy
951987,26732,Friends      The One Where Rachel Quits,3,2017-07-17,Comedy
952464,26732,Friends     The Last One - Part One,3,2017-07-11,Comedy
952956,26732,Friends     The One Where Phoebe Hates PBS,1,2017-05-15,Comedy
953446,26732,Friends      The One With The German Laundry Detergent,3,2017-05-13,Comedy
953932,26732,Friends      Pilot,2,2017-05-13,Comedy
954416,26732,Friends      The One With Rachel's ister,3,2017-07-22,Comedy
954901,26732,Friends     The One With Ross's Grant,4,2017-07-11,Comedy
955393,26732,Friends      The One With The Metaphorical Tunnel,3,2017-03-29,Comedy
955877,26732,Heroes  Godsend,1,2017-07-16,Drama
956849,26732,Friends      The One In Massapequa,3,2017-03-26,Comedy
957341,26732,Friends     The One With Ross's Wedding Part I,3,2017-04-13,Comedy
957828,26732,Friends      The One With Barry And Mindy's Wedding,3,2017-03-29,Comedy
958304,26732,Friends      The One With The Ick Factor,3,2017-05-24,Comedy
958794,26732,Friends      The One Where Ross Finds Out,3,2017-03-29,Comedy
959283,26732,Friends      The One With The Bullies,3,2017-05-15,Comedy
959778,26732,Friends     The One With Chandler's Work Laugh,3,2017-04-18,Comedy
960263,26732,Friends      The One Where Ross And Rachel...You Know,3,2017-08-28,Comedy
961222,26732,Friends      The One With The Red weater,3,2017-03-26,Comedy
961704,26732,Friends     The One Where Phoebe Hates PBS,4,2017-05-16,Comedy
962189,26732,Friends      The One With All The Jealousy,3,2017-05-14,Comedy
962671,26732,Community  (T)    Introduction To Film,3,2017-03-20,Comedy
963152,26732,Friends      The One Where Chandler Can't Remember,3,2017-04-06,Comedy
963630,26732,Friends      The One Where Ross & Rachel Take A Break,3,2017-05-15,Comedy
964113,26732,Scandal  (T)    Everything's Coming Up Mellie,4,2017-05-16,Drama
964596,26732,Friends      The One With Phoebe's Dad,3,2017-08-28,Comedy
965076,26732,Heroes  The Eclipse  Part,4,2017-07-19,Drama
965559,26732,Friends     The One With Ross's Tan,3,2017-07-11,Comedy
966041,26732,Heroes  Run!,3,2017-07-16,Drama
966516,26732,Friends     The One Where They're Going To Party,3,2017-04-12,Comedy
966998,26732,Friends      The One After The uperbowl Part I,3,2017-07-16,Comedy
967475,26732,Oblivion,4,2017-09-17,Action
968440,26732,Friends     The One In Barbados - Part II,1,2017-07-06,Comedy
968923,26732,Friends      The One With Phoebe's Husband,1,2017-05-13,Comedy
969399,26732,Friends      The One Where Ross Finds Out,3,2017-07-16,Comedy
969880,26732,Friends     The One With Joey's Bag,3,2017-07-12,Comedy
970363,26732,Friends     The One With The Ball,3,2017-07-12,Comedy
970851,26732,Friends      The One Where Ross Got High,3,2017-07-21,Comedy
971324,26732,Friends     The One With The Engagement Picture,3,2017-07-13,Comedy
971816,26732,Friends      The One Where Rachel Tells Ross,3,2017-03-26,Comedy
972299,26732,The Fifth Estate,2,2017-03-15,Drama
972777,26732,Heroes  The econd Coming,1,2017-07-19,Drama
973257,26732,Heroes  Run!,1,2017-07-16,Drama
973729,26732,Friends      The One Where No One's Ready,3,2017-07-17,Comedy
974209,26732,Heroes  Ink,4,2017-07-20,Drama
974680,26732,Heroes  The Butterfly Effect,4,2017-07-19,Drama
975160,26732,Friends     Friends    Ep17,3,2017-04-13,Comedy
975652,26732,Heroes  Homecoming,4,2017-07-15,Drama
976138,26732,Friends     The One Where Everybody Finds Out,3,2017-07-12,Comedy
976627,26732,Friends      The One With The Race Car Bed,3,2017-04-10,Comedy
977115,26732,Friends     The One With The Kips,3,2017-05-16,Comedy
977602,26732,Friends     The One With The Girl From Poughkeepsie,3,2017-04-12,Comedy
978083,26732,Friends      The One With Barry And Mindy's Wedding,3,2017-07-16,Comedy
978561,26732,Friends      The One With The Race Car Bed,3,2017-05-15,Comedy
979049,26732,Friends      The One With The Race Car Bed,3,2017-04-06,Comedy
979531,26732,Friends      The One With The Football,3,2017-05-15,Comedy
980012,26732,Friends     The One With The Cake,3,2017-07-11,Comedy
980483,26732,Friends     The One Hundredth,3,2017-05-15,Comedy
980973,26732,Friends     The One With Joey's Award,3,2017-07-13,Comedy
981452,26732,Friends      The One With Phoebe's Ex-Partner,3,2017-04-06,Comedy
982414,26732,Friends      The One With The Bullies,3,2017-08-28,Comedy
982894,26732,Friends      The One With All The Poker,3,2017-03-28,Comedy
983368,26732,Friends      The One With Phoebe's Husband,3,2017-03-28,Comedy
984324,26732,Community  (T)    Interpretive Dance,3,2017-04-22,Comedy
984800,26732,Community  (T)    Communication tudies,3,2017-05-03,Comedy
985272,26732,Friends      The One Where Dr. Ramoray Dies,3,2017-03-29,Comedy
985747,26732,Friends     The One With The Jellyfish,1,2017-05-14,Comedy
986224,26732,Friends      The One Where Eddie Moves In,3,2017-05-15,Comedy
986704,26732,Friends      The One With Barry And Mindy's Wedding,1,2017-07-16,Comedy
987167,26732,Friends      The One Where Rachel Quits,3,2017-04-10,Comedy
987643,26732,Friends     The One With The Ride-Along,3,2017-04-18,Comedy
988125,26732,Friends     The One With All The Candy,3,2017-07-13,Comedy
988607,26732,Friends      The One With The creamer,2,2017-04-10,Comedy
989087,26732,Friends      The One With Ross's Thing,3,2017-04-11,Comedy
989570,26732,Friends      The One On The Last Night,3,2017-07-21,Comedy
990528,26732,Friends     The One Where Ross Moves In,3,2017-05-16,Comedy
991008,26732,Friends      The One After I Do,1,2017-03-24,Comedy
991496,26732,Friends      The One With Rachel's ister,3,2017-05-25,Comedy
991971,26732,Friends      The One With Russ,3,2017-07-16,Comedy
